Name,MSRP,Gas Mileage,Engine
2016 Honda Civic Specs: 4-Door CVT EX-L w/Honda Sensing,"$24,700.00",31 mpg City/42 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 1.5 L"
2016 Honda Civic Specs: 4-Door CVT EX w/Honda Sensing,"$22,040.00",31 mpg City/41 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2016 Honda Civic Specs: 4-Door CVT Touring,"$26,500.00",31 mpg City/42 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 1.5 L"
2016 Honda Civic Specs: 4-Door CVT LX,"$19,440.00",31 mpg City/41 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2016 Honda Civic Specs: 4-Door CVT EX-T,"$22,200.00",31 mpg City/42 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 1.5 L"
2016 Honda Civic Specs: 4-Door CVT EX-L,"$23,700.00",31 mpg City/42 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 1.5 L"
2015 Honda Civic Specs: 4-Door Automatic CNG,"$26,740.00",27 mpg City/38 mpg Hwy,"Compressed Natural Gas I-4, 1.8 L"
2015 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi PZEV,"$26,235.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2015 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather PZEV,"$27,435.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2015 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather,"$27,435.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2015 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi,"$26,235.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2015 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather PZEV,"$25,935.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2015 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather,"$25,935.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2015 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT PZEV,"$24,735.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2015 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT,"$24,735.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2015 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires,"$23,090.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2015 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires & Navi,"$24,590.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2015 Honda Civic Coupe Specs: 2-Door Manual Si w/Navi,"$24,390.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2015 Honda Civic Coupe Specs: 2-Door Manual Si,"$22,890.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2015 Honda Civic Coupe Specs: 2-Door Manual LX,"$18,290.00",28 mpg City/36 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Coupe Specs: 2-Door Manual EX,"$20,390.00",28 mpg City/36 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Coupe Specs: 2-Door CVT EX-L w/Navi,"$24,140.00",29 mpg City/38 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Coupe Specs: 2-Door CVT LX,"$19,090.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Coupe Specs: 2-Door CVT EX-L,"$22,640.00",29 mpg City/38 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Coupe Specs: 2-Door CVT EX,"$21,190.00",29 mpg City/38 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Specs: 4-Door Manual Si w/Summer Tires,"$23,290.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2015 Honda Civic Specs: 4-Door Manual Si w/Navi,"$24,590.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2015 Honda Civic Specs: 4-Door Manual Si,"$23,090.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2015 Honda Civic Specs: 4-Door Manual LX,"$18,490.00",28 mpg City/36 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Specs: 4-Door CVT EX-L w/Navi,"$24,340.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Specs: 4-Door CVT SE,"$19,990.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Specs: 4-Door CVT LX,"$19,290.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Specs: 4-Door CVT HF,"$20,040.00",31 mpg City/41 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Specs: 4-Door CVT EX-L,"$22,840.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Specs: 4-Door CVT EX,"$21,190.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2015 Honda Civic Specs: 4-Door Automatic CNG w/Navi,"$29,390.00",27 mpg City/38 mpg Hwy,"Compressed Natural Gas I-4, 1.8 L"
2014 Honda Civic Specs: 4-Door Automatic CNG,"$26,640.00",27 mpg City/38 mpg Hwy,"Compressed Natural Gas I-4, 1.8 L"
2014 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi PZEV,"$26,135.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2014 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather PZEV,"$27,335.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2014 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather,"$27,335.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2014 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi,"$26,135.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2014 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather PZEV,"$25,835.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2014 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather,"$25,835.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2014 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT PZEV,"$24,635.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2014 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT,"$24,635.00",44 mpg City/47 mpg Hwy,"Gas/Electric I-4, 1.5 L"
2014 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires,"$22,990.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2014 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires & Navi,"$24,490.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2014 Honda Civic Coupe Specs: 2-Door Manual Si w/Navi,"$24,290.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2014 Honda Civic Coupe Specs: 2-Door Manual Si,"$22,790.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2014 Honda Civic Coupe Specs: 2-Door Manual LX,"$18,190.00",28 mpg City/36 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Coupe Specs: 2-Door Manual EX,"$20,290.00",28 mpg City/36 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Coupe Specs: 2-Door CVT EX-L w/Navi,"$24,040.00",29 mpg City/38 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Coupe Specs: 2-Door CVT LX,"$18,990.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Coupe Specs: 2-Door CVT EX-L,"$22,540.00",29 mpg City/38 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Coupe Specs: 2-Door CVT EX,"$21,090.00",29 mpg City/38 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Specs: 4-Door Manual Si w/Summer Tires,"$23,190.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2014 Honda Civic Specs: 4-Door Manual Si w/Navi,"$24,490.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2014 Honda Civic Specs: 4-Door Manual Si,"$22,990.00",22 mpg City/31 mpg Hwy,"Premium Unleaded I-4, 2.4 L"
2014 Honda Civic Specs: 4-Door Manual LX,"$18,390.00",28 mpg City/36 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Specs: 4-Door CVT EX-L w/Navi,"$24,240.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Specs: 4-Door CVT LX,"$19,190.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Specs: 4-Door CVT HF,"$19,940.00",31 mpg City/41 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Specs: 4-Door CVT EX-L,"$22,740.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Specs: 4-Door CVT EX,"$21,090.00",30 mpg City/39 mpg Hwy,"Regular Unleaded I-4, 1.8 L"
2014 Honda Civic Specs: 4-Door Automatic CNG w/Navi,"$29,290.00",27 mpg City/38 mpg Hwy,"Compressed Natural Gas I-4, 1.8 L"
2013 Honda Civic Specs: 4-Door Automatic CNG,"$26,465.00",27 mpg City/38 mpg Hwy,"Compressed Natural Gas I4, 1.8L"
2013 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi PZEV,"$25,860.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2013 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather PZEV,"$27,060.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2013 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather,"$27,060.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2013 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi,"$25,860.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2013 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather PZEV,"$25,560.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2013 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather,"$25,560.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2013 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT PZEV,"$24,360.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2013 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT,"$24,360.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2013 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires,"$22,715.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2013 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires & Navi,"$24,215.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2013 Honda Civic Coupe Specs: 2-Door Manual Si w/Navi,"$24,015.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2013 Honda Civic Coupe Specs: 2-Door Manual Si,"$22,515.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2013 Honda Civic Coupe Specs: 2-Door Manual LX,"$17,965.00",28 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Manual EX,"$20,015.00",28 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic EX-L w/Navi PZEV,"$23,765.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic EX w/Navi PZEV,"$22,315.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic EX-L w/Navi,"$23,765.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic EX w/Navi,"$22,315.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic LX PZEV,"$18,765.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic EX-L PZEV,"$22,265.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic EX PZEV,"$20,815.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic LX,"$18,765.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic EX-L,"$22,265.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Coupe Specs: 2-Door Automatic EX,"$20,815.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Manual Si w/Summer Tires,"$22,915.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2013 Honda Civic Specs: 4-Door Manual Si w/Navi,"$24,215.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2013 Honda Civic Specs: 4-Door Manual Si,"$22,715.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2013 Honda Civic Specs: 4-Door Manual LX,"$18,165.00",28 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic EX-L w/Navi PZEV,"$23,765.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic EX w/Navi PZEV,"$22,315.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic EX-L w/Navi,"$23,765.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic EX w/Navi,"$22,315.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic CNG w/Navi,"$27,965.00",27 mpg City/38 mpg Hwy,"Compressed Natural Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic LX PZEV,"$18,965.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic HF PZEV,"$19,765.00",29 mpg City/41 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic EX-L PZEV,"$22,265.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic EX PZEV,"$20,815.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic LX,"$18,965.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic HF,"$19,765.00",29 mpg City/41 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic EX-L,"$22,265.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2013 Honda Civic Specs: 4-Door Automatic EX,"$20,815.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic CNG,"$26,305.00",27 mpg City/38 mpg Hwy,"Compressed Natural Gas I4, 1.8L"
2012 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi PZEV,"$25,700.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2012 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather PZEV,"$26,900.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2012 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather,"$26,900.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2012 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi,"$25,700.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2012 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather PZEV,"$25,400.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2012 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather,"$25,400.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2012 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT PZEV,"$24,200.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2012 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT,"$24,200.00",44 mpg City/44 mpg Hwy,"Gas/Electric I4, 1.5L"
2012 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires,"$22,555.00",,"Gas I4, 2.4L"
2012 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires & Navi,"$24,055.00",,"Gas I4, 2.4L"
2012 Honda Civic Coupe Specs: 2-Door Manual Si w/Navi,"$23,855.00",,"Gas I4, 2.4L"
2012 Honda Civic Coupe Specs: 2-Door Manual Si,"$22,355.00",,"Gas I4, 2.4L"
2012 Honda Civic Coupe Specs: 2-Door Manual LX,"$17,805.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Manual EX,"$19,855.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Manual DX,"$15,755.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic EX-L w/Navi PZEV,"$23,605.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic EX w/Navi PZEV,"$22,155.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic EX-L w/Navi,"$23,605.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic EX w/Navi,"$22,155.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic LX PZEV,"$18,605.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic EX-L PZEV,"$22,105.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic EX PZEV,"$20,655.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic DX PZEV,"$16,555.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic LX,"$18,605.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic EX-L,"$22,105.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic EX,"$20,655.00",,"Gas I4, 1.8L"
2012 Honda Civic Coupe Specs: 2-Door Automatic DX,"$16,555.00",,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Manual Si w/Summer Tires,"$22,755.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2012 Honda Civic Specs: 4-Door Manual Si w/Navi,"$24,055.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2012 Honda Civic Specs: 4-Door Manual Si,"$22,555.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.4L"
2012 Honda Civic Specs: 4-Door Manual LX,"$18,005.00",28 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Manual DX,"$15,955.00",28 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic EX-L w/Navi PZEV,"$23,605.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic EX w/Navi PZEV,"$22,155.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic EX-L w/Navi,"$23,605.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic EX w/Navi,"$22,155.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic CNG w/Navi,"$27,805.00",27 mpg City/38 mpg Hwy,"Compressed Natural Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic LX PZEV,"$18,805.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic HF PZEV,"$19,605.00",29 mpg City/41 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic EX-L PZEV,"$22,105.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic EX PZEV,"$20,655.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic DX PZEV,"$16,755.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic LX,"$18,805.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic HF,"$19,605.00",29 mpg City/41 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic EX-L,"$22,105.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic EX,"$20,655.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2012 Honda Civic Specs: 4-Door Automatic DX,"$16,755.00",28 mpg City/39 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic DX,"$16,605.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather,"$27,150.00",40 mpg City/43 mpg Hwy,"Gas/Electric I4, 1.3L"
2011 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi,"$25,950.00",40 mpg City/43 mpg Hwy,"Gas/Electric I4, 1.3L"
2011 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather,"$25,150.00",40 mpg City/43 mpg Hwy,"Gas/Electric I4, 1.3L"
2011 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT,"$23,950.00",40 mpg City/43 mpg Hwy,"Gas/Electric I4, 1.3L"
2011 Honda Civic Coupe Specs: 2-Door Manual Si w/Summer Tires,"$22,405.00",21 mpg City/29 mpg Hwy,"Gas I4, 2.0L"
2011 Honda Civic Coupe Specs: 2-Door Manual Si w/Navi,"$24,205.00",21 mpg City/29 mpg Hwy,"Gas I4, 2.0L"
2011 Honda Civic Coupe Specs: 2-Door Manual Si,"$22,205.00",21 mpg City/29 mpg Hwy,"Gas I4, 2.0L"
2011 Honda Civic Coupe Specs: 2-Door Manual LX,"$17,555.00",26 mpg City/34 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Coupe Specs: 2-Door Manual EX,"$19,605.00",26 mpg City/34 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Coupe Specs: 2-Door Manual DX,"$15,605.00",26 mpg City/34 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Coupe Specs: 2-Door Automatic EX-L w/Navi,"$23,955.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Coupe Specs: 2-Door Automatic EX w/Navi,"$22,405.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Coupe Specs: 2-Door Automatic LX,"$18,355.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Coupe Specs: 2-Door Automatic EX-L,"$21,955.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Coupe Specs: 2-Door Automatic EX,"$20,405.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Coupe Specs: 2-Door Automatic DX,"$16,405.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Manual Si w/Summer Tires,"$22,605.00",21 mpg City/29 mpg Hwy,"Gas I4, 2.0L"
2011 Honda Civic Specs: 4-Door Manual Si w/Navi,"$24,405.00",21 mpg City/29 mpg Hwy,"Gas I4, 2.0L"
2011 Honda Civic Specs: 4-Door Manual Si,"$22,405.00",21 mpg City/29 mpg Hwy,"Gas I4, 2.0L"
2011 Honda Civic Specs: 4-Door Manual LX-S,"$18,355.00",26 mpg City/34 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Manual LX,"$17,755.00",26 mpg City/34 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Manual EX,"$19,605.00",26 mpg City/34 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Manual DX-VP,"$16,555.00",26 mpg City/34 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Manual DX,"$15,805.00",26 mpg City/34 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic EX-L w/Navi,"$23,955.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic EX w/Navi,"$22,405.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic LX-S,"$19,155.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic LX,"$18,555.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic GX,"$25,490.00",24 mpg City/36 mpg Hwy,"Compressed Natural Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic EX-L,"$21,955.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic EX,"$20,405.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2011 Honda Civic Specs: 4-Door Automatic DX-VP,"$17,355.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2010 Honda Civic Specs: 4-Door Automatic DX,"$16,455.00",25 mpg City/36 mpg Hwy,"Gas I4, 1.8L"
2010 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi & Leather,"$27,000.00",40 mpg City/45 mpg Hwy,"Gas/Electric I4, 1.3L"
2010 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Navi,"$25,800.00",40 mpg City/45 mpg Hwy,"Gas/Electric I4, 1.3L"
2010 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT w/Leather,"$25,000.00",40 mpg City/45 mpg Hwy,"Gas/Electric I4, 1.3L"
2010 Honda Civic Hybrid Specs: 4-Door Sedan L4 CVT,"$23,800.00",40 mpg City/45 mpg Hwy,"Gas/Electric I4, 1.3L"
